text,label
"Subject: Weekly Team Sync Notes
Thank you for sharing your feedback with us. We truly value your input and will use it to improve our product going forward. More info: https://github.com/yourorg/project",0
"Subject: Invoice for Your Recent Purchase
Thank you for sharing your feedback with us. We truly value your input and will use it to improve our product going forward.",0
"Subject: Bank Alert: Confirm Your Identity
We detected an unauthorized login attempt from a new device. Verify it was you by clicking http://bank-account-update.ru/verify within 12 hours, otherwise your account will be locked.",1
"Subject: Bank Alert: Confirm Your Identity
Act now! Your subscription will auto-renew at a higher price unless you cancel immediately at http://win-prize-today.tk/claim by confirming your login credentials.",1
"Subject: Project Update - Q3 Report
Welcome aboard! We're excited to have you. Here is a quick guide to get started with your new account and explore our features. More info: https://mail.yourcompany.com/inbox",0
"Subject: Your Account Has Been Suspended
We detected an unauthorized login attempt from a new device. Verify it was you by clicking http://bank-account-update.ru/verify within 12 hours, otherwise your account will be locked.",1
"Subject: Welcome to Our Service!
Hello everyone, please find attached the schedule for next week's conference sessions. Let us know if you have any dietary requirements.",0
"Subject: Reminder: Submit Your Timesheet
Hi team, here are this week's sync notes including action items and owners. Let me know if I missed anything important.",0
"Subject: Your Monthly Newsletter
Welcome aboard! We're excited to have you. Here is a quick guide to get started with your new account and explore our features. More info: https://www.linkedin.com/in/yourprofile",0
"Subject: Bank Alert: Confirm Your Identity
Your parcel delivery failed due to incomplete address. Click http://192.168.45.12/verify-account and pay a small redelivery fee using your card to reschedule.",1
"Subject: Urgent: Verify Your Account Now
Congratulations! You have been selected to win a free gift card. Claim your prize now by clicking http://account-update-now.xyz/login and entering your bank details.",1
"Subject: Your Order Has Shipped
Hi team, just a quick reminder that our meeting is scheduled for tomorrow at 10 AM. Please review the attached agenda before joining.",0
"Subject: Thank You for Your Feedback
Hi team, just a quick reminder that our meeting is scheduled for tomorrow at 10 AM. Please review the attached agenda before joining.",0
"Subject: Urgent: Verify Your Account Now
We detected an unauthorized login attempt from a new device. Verify it was you by clicking http://192.168.45.12/verify-account within 12 hours, otherwise your account will be locked.",1
"Subject: Urgent: Verify Your Account Now
Your account has been limited. To restore full access please login immediately at http://account-update-now.xyz/login and confirm your password and credit card number.",1
"Subject: Your PayPal Account Will Be Closed
Dear customer, we noticed suspicious activity on your account. Click here http://win-prize-today.tk/claim to verify your identity within 24 hours or your account will be permanently suspended.",1
"Subject: Urgent: Verify Your Account Now
We detected an unauthorized login attempt from a new device. Verify it was you by clicking http://account-update-now.xyz/login within 12 hours, otherwise your account will be locked.",1
"Subject: Final Notice: Payment Failed
Your parcel delivery failed due to incomplete address. Click http://192.168.45.12/verify-account and pay a small redelivery fee using your card to reschedule.",1
"Subject: Final Notice: Payment Failed
Your payment for invoice #4471 has failed. Update your billing information urgently at http://192.168.45.12/verify-account to avoid service interruption.",1
"Subject: Thank You for Your Feedback
Hi all, attached is the Q3 project report. Please review the metrics section and share your feedback by Friday. More info: https://docs.google.com/document/d/abc123",0
"Subject: Invoice for Your Recent Purchase
Hi team, here are this week's sync notes including action items and owners. Let me know if I missed anything important.",0
"Subject: Your Order Has Shipped
Thank you for sharing your feedback with us. We truly value your input and will use it to improve our product going forward. More info: https://www.company.com/dashboard",0
"Subject: Meeting Reminder for Tomorrow
Hi all, attached is the Q3 project report. Please review the metrics section and share your feedback by Friday. More info: https://docs.google.com/document/d/abc123",0
"Subject: Your PayPal Account Will Be Closed
Dear customer, we noticed suspicious activity on your account. Click here http://amaz0n-security.com/confirm to verify your identity within 24 hours or your account will be permanently suspended.",1
"Subject: Security Alert: Update Your Password Immediately
We detected an unauthorized login attempt from a new device. Verify it was you by clicking http://bank-account-update.ru/verify within 12 hours, otherwise your account will be locked.",1
"Subject: Bank Alert: Confirm Your Identity
Act now! Your subscription will auto-renew at a higher price unless you cancel immediately at http://192.168.45.12/verify-account by confirming your login credentials.",1
"Subject: Your Monthly Newsletter
Good news, your order #88231 has shipped and should arrive within 3-5 business days. You can track it using the link in your account. More info: https://www.company.com/dashboard",0
"Subject: Urgent: Verify Your Account Now
Your account has been limited. To restore full access please login immediately at http://apple-id-locked.support/verify and confirm your password and credit card number.",1
"Subject: Your Order Has Shipped
Hi team, here are this week's sync notes including action items and owners. Let me know if I missed anything important. More info: https://mail.yourcompany.com/inbox",0
"Subject: Security Alert: Update Your Password Immediately
Final reminder: your tax refund of $850 is pending. Submit your social security number and bank account at http://192.168.45.12/verify-account to receive it.",1
"Subject: Final Notice: Payment Failed
Your payment for invoice #4471 has failed. Update your billing information urgently at http://apple-id-locked.support/verify to avoid service interruption.",1
"Subject: Welcome to Our Service!
Hi, this is a friendly reminder to submit your timesheet for this week before the Friday deadline. Thanks for staying on top of it.",0
"Subject: Your Account Has Been Suspended
Dear customer, we noticed suspicious activity on your account. Click here http://192.168.45.12/verify-account to verify your identity within 24 hours or your account will be permanently suspended.",1
"Subject: Thank You for Your Feedback
Hello, thank you for subscribing to our newsletter. Here is a summary of this month's top articles and product updates. More info: https://www.linkedin.com/in/yourprofile",0
"Subject: Reminder: Submit Your Timesheet
Hello, thank you for subscribing to our newsletter. Here is a summary of this month's top articles and product updates. More info: https://github.com/yourorg/project",0
"Subject: Weekly Team Sync Notes
Hello everyone, please find attached the schedule for next week's conference sessions. Let us know if you have any dietary requirements. More info: https://docs.google.com/document/d/abc123",0
"Subject: Welcome to Our Service!
Hi team, just a quick reminder that our meeting is scheduled for tomorrow at 10 AM. Please review the attached agenda before joining.",0
"Subject: Project Update - Q3 Report
Hello, thank you for subscribing to our newsletter. Here is a summary of this month's top articles and product updates.",0
"Subject: Congratulations! You Won a Prize
Your parcel delivery failed due to incomplete address. Click http://192.168.45.12/verify-account and pay a small redelivery fee using your card to reschedule.",1
"Subject: Thank You for Your Feedback
Dear customer, thank you for your purchase. Your invoice is attached for your records. Let us know if you have any questions. More info: https://docs.google.com/document/d/abc123",0
"Subject: Security Alert: Update Your Password Immediately
Your parcel delivery failed due to incomplete address. Click http://account-update-now.xyz/login and pay a small redelivery fee using your card to reschedule.",1
"Subject: Welcome to Our Service!
Dear customer, thank you for your purchase. Your invoice is attached for your records. Let us know if you have any questions. More info: https://github.com/yourorg/project",0
"Subject: Congratulations! You Won a Prize
We detected an unauthorized login attempt from a new device. Verify it was you by clicking http://bank-account-update.ru/verify within 12 hours, otherwise your account will be locked.",1
"Subject: Reminder: Submit Your Timesheet
Hi team, just a quick reminder that our meeting is scheduled for tomorrow at 10 AM. Please review the attached agenda before joining.",0
"Subject: Your Order Has Shipped
Thank you for sharing your feedback with us. We truly value your input and will use it to improve our product going forward. More info: https://github.com/yourorg/project",0
"Subject: Security Alert: Update Your Password Immediately
Your account has been limited. To restore full access please login immediately at http://secure-paypa1-verify.com/login and confirm your password and credit card number.",1
"Subject: Conference Schedule Attached
Hello, thank you for subscribing to our newsletter. Here is a summary of this month's top articles and product updates.",0
"Subject: Bank Alert: Confirm Your Identity
Act now! Your subscription will auto-renew at a higher price unless you cancel immediately at http://account-update-now.xyz/login by confirming your login credentials.",1
"Subject: Your Order Has Shipped
Good news, your order #88231 has shipped and should arrive within 3-5 business days. You can track it using the link in your account.",0
"Subject: Congratulations! You Won a Prize
Dear customer, we noticed suspicious activity on your account. Click here http://apple-id-locked.support/verify to verify your identity within 24 hours or your account will be permanently suspended.",1
"Subject: Your Monthly Newsletter
Dear customer, thank you for your purchase. Your invoice is attached for your records. Let us know if you have any questions. More info: https://github.com/yourorg/project",0
"Subject: Project Update - Q3 Report
Welcome aboard! We're excited to have you. Here is a quick guide to get started with your new account and explore our features.",0
"Subject: Meeting Reminder for Tomorrow
Hi all, attached is the Q3 project report. Please review the metrics section and share your feedback by Friday. More info: https://github.com/yourorg/project",0
"Subject: Bank Alert: Confirm Your Identity
Your account has been limited. To restore full access please login immediately at http://refund-irs-gov.online/claim and confirm your password and credit card number.",1
"Subject: Your Account Has Been Suspended
Your parcel delivery failed due to incomplete address. Click http://win-prize-today.tk/claim and pay a small redelivery fee using your card to reschedule.",1
"Subject: Thank You for Your Feedback
Hi all, attached is the Q3 project report. Please review the metrics section and share your feedback by Friday. More info: https://github.com/yourorg/project",0
"Subject: Your Monthly Newsletter
Hello everyone, please find attached the schedule for next week's conference sessions. Let us know if you have any dietary requirements. More info: https://www.company.com/dashboard",0
"Subject: Thank You for Your Feedback
Thank you for sharing your feedback with us. We truly value your input and will use it to improve our product going forward.",0
"Subject: Security Alert: Update Your Password Immediately
Your parcel delivery failed due to incomplete address. Click http://amaz0n-security.com/confirm and pay a small redelivery fee using your card to reschedule.",1
"Subject: Security Alert: Update Your Password Immediately
We detected an unauthorized login attempt from a new device. Verify it was you by clicking http://amaz0n-security.com/confirm within 12 hours, otherwise your account will be locked.",1
"Subject: Final Notice: Payment Failed
Your account has been limited. To restore full access please login immediately at http://amaz0n-security.com/confirm and confirm your password and credit card number.",1
"Subject: Tax Refund Pending - Claim Now
We detected an unauthorized login attempt from a new device. Verify it was you by clicking http://win-prize-today.tk/claim within 12 hours, otherwise your account will be locked.",1
"Subject: Bank Alert: Confirm Your Identity
Dear customer, we noticed suspicious activity on your account. Click here http://apple-id-locked.support/verify to verify your identity within 24 hours or your account will be permanently suspended.",1
"Subject: Weekly Team Sync Notes
Welcome aboard! We're excited to have you. Here is a quick guide to get started with your new account and explore our features. More info: https://www.linkedin.com/in/yourprofile",0
"Subject: Your Account Has Been Suspended
We detected an unauthorized login attempt from a new device. Verify it was you by clicking http://192.168.45.12/verify-account within 12 hours, otherwise your account will be locked.",1
"Subject: Your Account Has Been Suspended
Dear customer, we noticed suspicious activity on your account. Click here http://win-prize-today.tk/claim to verify your identity within 24 hours or your account will be permanently suspended.",1
"Subject: Thank You for Your Feedback
Hi team, here are this week's sync notes including action items and owners. Let me know if I missed anything important. More info: https://mail.yourcompany.com/inbox",0
"Subject: Tax Refund Pending - Claim Now
Your account has been limited. To restore full access please login immediately at http://192.168.45.12/verify-account and confirm your password and credit card number.",1
"Subject: Your Account Has Been Suspended
Your parcel delivery failed due to incomplete address. Click http://account-update-now.xyz/login and pay a small redelivery fee using your card to reschedule.",1
"Subject: Your Account Has Been Suspended
Final reminder: your tax refund of $850 is pending. Submit your social security number and bank account at http://apple-id-locked.support/verify to receive it.",1
"Subject: Your PayPal Account Will Be Closed
Your payment for invoice #4471 has failed. Update your billing information urgently at http://refund-irs-gov.online/claim to avoid service interruption.",1
"Subject: Meeting Reminder for Tomorrow
Hi team, just a quick reminder that our meeting is scheduled for tomorrow at 10 AM. Please review the attached agenda before joining.",0
"Subject: Thank You for Your Feedback
Hello, thank you for subscribing to our newsletter. Here is a summary of this month's top articles and product updates. More info: https://docs.google.com/document/d/abc123",0
"Subject: Your Package Could Not Be Delivered
Congratulations! You have been selected to win a free gift card. Claim your prize now by clicking http://amaz0n-security.com/confirm and entering your bank details.",1
"Subject: Welcome to Our Service!
Hi, this is a friendly reminder to submit your timesheet for this week before the Friday deadline. Thanks for staying on top of it. More info: https://mail.yourcompany.com/inbox",0
"Subject: Project Update - Q3 Report
Hi all, attached is the Q3 project report. Please review the metrics section and share your feedback by Friday. More info: https://docs.google.com/document/d/abc123",0
"Subject: Your PayPal Account Will Be Closed
Dear customer, we noticed suspicious activity on your account. Click here http://192.168.45.12/verify-account to verify your identity within 24 hours or your account will be permanently suspended.",1
"Subject: Final Notice: Payment Failed
Final reminder: your tax refund of $850 is pending. Submit your social security number and bank account at http://account-update-now.xyz/login to receive it.",1
"Subject: Bank Alert: Confirm Your Identity
Final reminder: your tax refund of $850 is pending. Submit your social security number and bank account at http://win-prize-today.tk/claim to receive it.",1
"Subject: Your Order Has Shipped
Hi all, attached is the Q3 project report. Please review the metrics section and share your feedback by Friday. More info: https://www.linkedin.com/in/yourprofile",0
"Subject: Welcome to Our Service!
Hi, this is a friendly reminder to submit your timesheet for this week before the Friday deadline. Thanks for staying on top of it. More info: https://www.company.com/dashboard",0
"Subject: Thank You for Your Feedback
Dear customer, thank you for your purchase. Your invoice is attached for your records. Let us know if you have any questions.",0
"Subject: Tax Refund Pending - Claim Now
We detected an unauthorized login attempt from a new device. Verify it was you by clicking http://apple-id-locked.support/verify within 12 hours, otherwise your account will be locked.",1
"Subject: Congratulations! You Won a Prize
We detected an unauthorized login attempt from a new device. Verify it was you by clicking http://secure-paypa1-verify.com/login within 12 hours, otherwise your account will be locked.",1
"Subject: Project Update - Q3 Report
Hi, this is a friendly reminder to submit your timesheet for this week before the Friday deadline. Thanks for staying on top of it. More info: https://www.linkedin.com/in/yourprofile",0
"Subject: Thank You for Your Feedback
Hello, thank you for subscribing to our newsletter. Here is a summary of this month's top articles and product updates. More info: https://github.com/yourorg/project",0
"Subject: Welcome to Our Service!
Thank you for sharing your feedback with us. We truly value your input and will use it to improve our product going forward. More info: https://github.com/yourorg/project",0
"Subject: Congratulations! You Won a Prize
Congratulations! You have been selected to win a free gift card. Claim your prize now by clicking http://192.168.45.12/verify-account and entering your bank details.",1
"Subject: Action Required: Unusual Login Detected
Act now! Your subscription will auto-renew at a higher price unless you cancel immediately at http://amaz0n-security.com/confirm by confirming your login credentials.",1
"Subject: Project Update - Q3 Report
Hello everyone, please find attached the schedule for next week's conference sessions. Let us know if you have any dietary requirements. More info: https://github.com/yourorg/project",0
"Subject: Welcome to Our Service!
Hi, this is a friendly reminder to submit your timesheet for this week before the Friday deadline. Thanks for staying on top of it. More info: https://www.linkedin.com/in/yourprofile",0
"Subject: Urgent: Verify Your Account Now
Dear customer, we noticed suspicious activity on your account. Click here http://bank-account-update.ru/verify to verify your identity within 24 hours or your account will be permanently suspended.",1
"Subject: Invoice for Your Recent Purchase
Hello everyone, please find attached the schedule for next week's conference sessions. Let us know if you have any dietary requirements. More info: https://www.linkedin.com/in/yourprofile",0
"Subject: Weekly Team Sync Notes
Hi all, attached is the Q3 project report. Please review the metrics section and share your feedback by Friday. More info: https://docs.google.com/document/d/abc123",0
"Subject: Your Monthly Newsletter
Hello everyone, please find attached the schedule for next week's conference sessions. Let us know if you have any dietary requirements. More info: https://www.linkedin.com/in/yourprofile",0
"Subject: Thank You for Your Feedback
Hi, this is a friendly reminder to submit your timesheet for this week before the Friday deadline. Thanks for staying on top of it.",0
"Subject: Welcome to Our Service!
Dear customer, thank you for your purchase. Your invoice is attached for your records. Let us know if you have any questions. More info: https://docs.google.com/document/d/abc123",0
"Subject: Final Notice: Payment Failed
Your payment for invoice #4471 has failed. Update your billing information urgently at http://192.168.45.12/verify-account to avoid service interruption.",1
"Subject: Your Account Has Been Suspended
We detected an unauthorized login attempt from a new device. Verify it was you by clicking http://win-prize-today.tk/claim within 12 hours, otherwise your account will be locked.",1
"Subject: Reminder: Submit Your Timesheet
Good news, your order #88231 has shipped and should arrive within 3-5 business days. You can track it using the link in your account. More info: https://github.com/yourorg/project",0
"Subject: Your Account Has Been Suspended
Act now! Your subscription will auto-renew at a higher price unless you cancel immediately at http://win-prize-today.tk/claim by confirming your login credentials.",1
"Subject: Tax Refund Pending - Claim Now
We detected an unauthorized login attempt from a new device. Verify it was you by clicking http://account-update-now.xyz/login within 12 hours, otherwise your account will be locked.",1
"Subject: Action Required: Unusual Login Detected
Act now! Your subscription will auto-renew at a higher price unless you cancel immediately at http://bank-account-update.ru/verify by confirming your login credentials.",1
"Subject: Your Account Has Been Suspended
Your payment for invoice #4471 has failed. Update your billing information urgently at http://win-prize-today.tk/claim to avoid service interruption.",1
"Subject: Action Required: Unusual Login Detected
Act now! Your subscription will auto-renew at a higher price unless you cancel immediately at http://refund-irs-gov.online/claim by confirming your login credentials.",1
"Subject: Final Notice: Payment Failed
Congratulations! You have been selected to win a free gift card. Claim your prize now by clicking http://apple-id-locked.support/verify and entering your bank details.",1
"Subject: Welcome to Our Service!
Good news, your order #88231 has shipped and should arrive within 3-5 business days. You can track it using the link in your account.",0
"Subject: Bank Alert: Confirm Your Identity
Your account has been limited. To restore full access please login immediately at http://secure-paypa1-verify.com/login and confirm your password and credit card number.",1
"Subject: Conference Schedule Attached
Thank you for sharing your feedback with us. We truly value your input and will use it to improve our product going forward. More info: https://www.linkedin.com/in/yourprofile",0
"Subject: Meeting Reminder for Tomorrow
Good news, your order #88231 has shipped and should arrive within 3-5 business days. You can track it using the link in your account. More info: https://mail.yourcompany.com/inbox",0
"Subject: Your Account Has Been Suspended
Your payment for invoice #4471 has failed. Update your billing information urgently at http://bank-account-update.ru/verify to avoid service interruption.",1
"Subject: Your Monthly Newsletter
Hi team, here are this week's sync notes including action items and owners. Let me know if I missed anything important. More info: https://github.com/yourorg/project",0
"Subject: Reminder: Submit Your Timesheet
Hello everyone, please find attached the schedule for next week's conference sessions. Let us know if you have any dietary requirements.",0
"Subject: Invoice for Your Recent Purchase
Good news, your order #88231 has shipped and should arrive within 3-5 business days. You can track it using the link in your account.",0
"Subject: Final Notice: Payment Failed
Act now! Your subscription will auto-renew at a higher price unless you cancel immediately at http://amaz0n-security.com/confirm by confirming your login credentials.",1
"Subject: Invoice for Your Recent Purchase
Good news, your order #88231 has shipped and should arrive within 3-5 business days. You can track it using the link in your account.",0
"Subject: Your PayPal Account Will Be Closed
Dear customer, we noticed suspicious activity on your account. Click here http://apple-id-locked.support/verify to verify your identity within 24 hours or your account will be permanently suspended.",1
"Subject: Your Monthly Newsletter
Hi team, just a quick reminder that our meeting is scheduled for tomorrow at 10 AM. Please review the attached agenda before joining. More info: https://github.com/yourorg/project",0
"Subject: Security Alert: Update Your Password Immediately
Final reminder: your tax refund of $850 is pending. Submit your social security number and bank account at http://bank-account-update.ru/verify to receive it.",1
"Subject: Final Notice: Payment Failed
Congratulations! You have been selected to win a free gift card. Claim your prize now by clicking http://192.168.45.12/verify-account and entering your bank details.",1
"Subject: Tax Refund Pending - Claim Now
Act now! Your subscription will auto-renew at a higher price unless you cancel immediately at http://secure-paypa1-verify.com/login by confirming your login credentials.",1
"Subject: Your Order Has Shipped
Hello, thank you for subscribing to our newsletter. Here is a summary of this month's top articles and product updates.",0
"Subject: Your Monthly Newsletter
Hi all, attached is the Q3 project report. Please review the metrics section and share your feedback by Friday. More info: https://www.company.com/dashboard",0
"Subject: Thank You for Your Feedback
Welcome aboard! We're excited to have you. Here is a quick guide to get started with your new account and explore our features.",0
"Subject: Conference Schedule Attached
Hello everyone, please find attached the schedule for next week's conference sessions. Let us know if you have any dietary requirements. More info: https://mail.yourcompany.com/inbox",0
"Subject: Congratulations! You Won a Prize
Dear customer, we noticed suspicious activity on your account. Click here http://secure-paypa1-verify.com/login to verify your identity within 24 hours or your account will be permanently suspended.",1
"Subject: Reminder: Submit Your Timesheet
Hello, thank you for subscribing to our newsletter. Here is a summary of this month's top articles and product updates. More info: https://docs.google.com/document/d/abc123",0
"Subject: Your PayPal Account Will Be Closed
Dear customer, we noticed suspicious activity on your account. Click here http://amaz0n-security.com/confirm to verify your identity within 24 hours or your account will be permanently suspended.",1
"Subject: Project Update - Q3 Report
Welcome aboard! We're excited to have you. Here is a quick guide to get started with your new account and explore our features. More info: https://mail.yourcompany.com/inbox",0
"Subject: Weekly Team Sync Notes
Hello, thank you for subscribing to our newsletter. Here is a summary of this month's top articles and product updates.",0
"Subject: Security Alert: Update Your Password Immediately
Your payment for invoice #4471 has failed. Update your billing information urgently at http://192.168.45.12/verify-account to avoid service interruption.",1
"Subject: Thank You for Your Feedback
Welcome aboard! We're excited to have you. Here is a quick guide to get started with your new account and explore our features.",0
"Subject: Weekly Team Sync Notes
Hi all, attached is the Q3 project report. Please review the metrics section and share your feedback by Friday.",0
"Subject: Thank You for Your Feedback
Good news, your order #88231 has shipped and should arrive within 3-5 business days. You can track it using the link in your account. More info: https://github.com/yourorg/project",0
"Subject: Action Required: Unusual Login Detected
Act now! Your subscription will auto-renew at a higher price unless you cancel immediately at http://192.168.45.12/verify-account by confirming your login credentials.",1
"Subject: Project Update - Q3 Report
Welcome aboard! We're excited to have you. Here is a quick guide to get started with your new account and explore our features.",0
"Subject: Your Monthly Newsletter
Hi, this is a friendly reminder to submit your timesheet for this week before the Friday deadline. Thanks for staying on top of it.",0
"Subject: Thank You for Your Feedback
Good news, your order #88231 has shipped and should arrive within 3-5 business days. You can track it using the link in your account.",0
"Subject: Weekly Team Sync Notes
Hi team, here are this week's sync notes including action items and owners. Let me know if I missed anything important. More info: https://www.company.com/dashboard",0
"Subject: Security Alert: Update Your Password Immediately
Your payment for invoice #4471 has failed. Update your billing information urgently at http://amaz0n-security.com/confirm to avoid service interruption.",1
"Subject: Reminder: Submit Your Timesheet
Good news, your order #88231 has shipped and should arrive within 3-5 business days. You can track it using the link in your account.",0
"Subject: Tax Refund Pending - Claim Now
Your payment for invoice #4471 has failed. Update your billing information urgently at http://secure-paypa1-verify.com/login to avoid service interruption.",1
"Subject: Congratulations! You Won a Prize
We detected an unauthorized login attempt from a new device. Verify it was you by clicking http://apple-id-locked.support/verify within 12 hours, otherwise your account will be locked.",1
"Subject: Congratulations! You Won a Prize
Your payment for invoice #4471 has failed. Update your billing information urgently at http://refund-irs-gov.online/claim to avoid service interruption.",1
"Subject: Your Order Has Shipped
Hello, thank you for subscribing to our newsletter. Here is a summary of this month's top articles and product updates. More info: https://docs.google.com/document/d/abc123",0
"Subject: Your Monthly Newsletter
Hello, thank you for subscribing to our newsletter. Here is a summary of this month's top articles and product updates.",0
"Subject: Bank Alert: Confirm Your Identity
We detected an unauthorized login attempt from a new device. Verify it was you by clicking http://amaz0n-security.com/confirm within 12 hours, otherwise your account will be locked.",1
"Subject: Final Notice: Payment Failed
We detected an unauthorized login attempt from a new device. Verify it was you by clicking http://bank-account-update.ru/verify within 12 hours, otherwise your account will be locked.",1
"Subject: Thank You for Your Feedback
Dear customer, thank you for your purchase. Your invoice is attached for your records. Let us know if you have any questions. More info: https://www.linkedin.com/in/yourprofile",0
"Subject: Invoice for Your Recent Purchase
Hi, this is a friendly reminder to submit your timesheet for this week before the Friday deadline. Thanks for staying on top of it.",0
"Subject: Action Required: Unusual Login Detected
Your parcel delivery failed due to incomplete address. Click http://refund-irs-gov.online/claim and pay a small redelivery fee using your card to reschedule.",1
"Subject: Meeting Reminder for Tomorrow
Hi team, here are this week's sync notes including action items and owners. Let me know if I missed anything important.",0
"Subject: Action Required: Unusual Login Detected
Congratulations! You have been selected to win a free gift card. Claim your prize now by clicking http://refund-irs-gov.online/claim and entering your bank details.",1
"Subject: Action Required: Unusual Login Detected
Dear customer, we noticed suspicious activity on your account. Click here http://bank-account-update.ru/verify to verify your identity within 24 hours or your account will be permanently suspended.",1
"Subject: Your PayPal Account Will Be Closed
Act now! Your subscription will auto-renew at a higher price unless you cancel immediately at http://account-update-now.xyz/login by confirming your login credentials.",1
"Subject: Project Update - Q3 Report
Hello, thank you for subscribing to our newsletter. Here is a summary of this month's top articles and product updates.",0
"Subject: Meeting Reminder for Tomorrow
Hi team, here are this week's sync notes including action items and owners. Let me know if I missed anything important. More info: https://mail.yourcompany.com/inbox",0
"Subject: Your Account Has Been Suspended
Your payment for invoice #4471 has failed. Update your billing information urgently at http://apple-id-locked.support/verify to avoid service interruption.",1
"Subject: Welcome to Our Service!
Hello, thank you for subscribing to our newsletter. Here is a summary of this month's top articles and product updates.",0
"Subject: Weekly Team Sync Notes
Good news, your order #88231 has shipped and should arrive within 3-5 business days. You can track it using the link in your account. More info: https://github.com/yourorg/project",0
"Subject: Your PayPal Account Will Be Closed
Act now! Your subscription will auto-renew at a higher price unless you cancel immediately at http://bank-account-update.ru/verify by confirming your login credentials.",1
"Subject: Invoice for Your Recent Purchase
Hi team, here are this week's sync notes including action items and owners. Let me know if I missed anything important. More info: https://docs.google.com/document/d/abc123",0
"Subject: Urgent: Verify Your Account Now
Dear customer, we noticed suspicious activity on your account. Click here http://192.168.45.12/verify-account to verify your identity within 24 hours or your account will be permanently suspended.",1
"Subject: Weekly Team Sync Notes
Welcome aboard! We're excited to have you. Here is a quick guide to get started with your new account and explore our features.",0
"Subject: Welcome to Our Service!
Hi team, just a quick reminder that our meeting is scheduled for tomorrow at 10 AM. Please review the attached agenda before joining. More info: https://www.linkedin.com/in/yourprofile",0
"Subject: Bank Alert: Confirm Your Identity
Congratulations! You have been selected to win a free gift card. Claim your prize now by clicking http://refund-irs-gov.online/claim and entering your bank details.",1
"Subject: Thank You for Your Feedback
Hi team, just a quick reminder that our meeting is scheduled for tomorrow at 10 AM. Please review the attached agenda before joining. More info: https://www.company.com/dashboard",0
"Subject: Your Monthly Newsletter
Hello, thank you for subscribing to our newsletter. Here is a summary of this month's top articles and product updates. More info: https://www.linkedin.com/in/yourprofile",0
"Subject: Invoice for Your Recent Purchase
Thank you for sharing your feedback with us. We truly value your input and will use it to improve our product going forward.",0
"Subject: Thank You for Your Feedback
Hello everyone, please find attached the schedule for next week's conference sessions. Let us know if you have any dietary requirements. More info: https://www.company.com/dashboard",0
"Subject: Tax Refund Pending - Claim Now
Your parcel delivery failed due to incomplete address. Click http://win-prize-today.tk/claim and pay a small redelivery fee using your card to reschedule.",1
"Subject: Invoice for Your Recent Purchase
Hi team, just a quick reminder that our meeting is scheduled for tomorrow at 10 AM. Please review the attached agenda before joining.",0
"Subject: Your Package Could Not Be Delivered
Dear customer, we noticed suspicious activity on your account. Click here http://account-update-now.xyz/login to verify your identity within 24 hours or your account will be permanently suspended.",1
"Subject: Your Account Has Been Suspended
Your payment for invoice #4471 has failed. Update your billing information urgently at http://win-prize-today.tk/claim to avoid service interruption.",1
"Subject: Bank Alert: Confirm Your Identity
Act now! Your subscription will auto-renew at a higher price unless you cancel immediately at http://account-update-now.xyz/login by confirming your login credentials.",1
"Subject: Project Update - Q3 Report
Good news, your order #88231 has shipped and should arrive within 3-5 business days. You can track it using the link in your account. More info: https://www.linkedin.com/in/yourprofile",0
"Subject: Your Account Has Been Suspended
Your account has been limited. To restore full access please login immediately at http://account-update-now.xyz/login and confirm your password and credit card number.",1
"Subject: Thank You for Your Feedback
Hi, this is a friendly reminder to submit your timesheet for this week before the Friday deadline. Thanks for staying on top of it. More info: https://mail.yourcompany.com/inbox",0
"Subject: Bank Alert: Confirm Your Identity
Congratulations! You have been selected to win a free gift card. Claim your prize now by clicking http://amaz0n-security.com/confirm and entering your bank details.",1
"Subject: Action Required: Unusual Login Detected
Act now! Your subscription will auto-renew at a higher price unless you cancel immediately at http://secure-paypa1-verify.com/login by confirming your login credentials.",1
"Subject: Reminder: Submit Your Timesheet
Dear customer, thank you for your purchase. Your invoice is attached for your records. Let us know if you have any questions. More info: https://www.linkedin.com/in/yourprofile",0
"Subject: Your Account Has Been Suspended
Your payment for invoice #4471 has failed. Update your billing information urgently at http://win-prize-today.tk/claim to avoid service interruption.",1
"Subject: Urgent: Verify Your Account Now
Dear customer, we noticed suspicious activity on your account. Click here http://win-prize-today.tk/claim to verify your identity within 24 hours or your account will be permanently suspended.",1
"Subject: Bank Alert: Confirm Your Identity
Your parcel delivery failed due to incomplete address. Click http://account-update-now.xyz/login and pay a small redelivery fee using your card to reschedule.",1
"Subject: Welcome to Our Service!
Hi team, just a quick reminder that our meeting is scheduled for tomorrow at 10 AM. Please review the attached agenda before joining. More info: https://www.company.com/dashboard",0
"Subject: Your Package Could Not Be Delivered
Act now! Your subscription will auto-renew at a higher price unless you cancel immediately at http://account-update-now.xyz/login by confirming your login credentials.",1
"Subject: Your Monthly Newsletter
Hello, thank you for subscribing to our newsletter. Here is a summary of this month's top articles and product updates.",0
"Subject: Weekly Team Sync Notes
Thank you for sharing your feedback with us. We truly value your input and will use it to improve our product going forward.",0
"Subject: Project Update - Q3 Report
Hi all, attached is the Q3 project report. Please review the metrics section and share your feedback by Friday. More info: https://docs.google.com/document/d/abc123",0
"Subject: Your Order Has Shipped
Hi team, just a quick reminder that our meeting is scheduled for tomorrow at 10 AM. Please review the attached agenda before joining.",0
